case_number,species,nez_taille_oeil,nez_longueur_museau,nez_largeur_museau,nez_epaisseur,gueule_taille_dent,gueule_ecart_machoire,aileronHaut_longueur,aileronHaut_largeur,tronc_longueur,tronc_epaisseur,tronc_largeur,aileronBas_longueur,aileronBas_largeur,queue_taille_aileron,queue_longueur,aileronArriere_longueur,aileronArriere_largeur,bas_longueur,bas_epaisseur,bas_largeur
2016.09.26,white shark,5.13,12.51,14.19,9.51,2.17,78.28,11.54,6.61,4.84,3.37,3.02,10.73,8.18,6.72,24.59,5.98,3.92,8.12,5.93,3.77
2016.09.07,tiger shark,3.23,7.28,10.29,8.0,1.33,24.73,9.27,8.6,5.3,5.37,9.1,11.63,3.06,19.75,5.78,4.71,2.2,2.44,4.56,5.42
2016.09.01,white shark,8.76,10.96,9.33,12.41,2.69,87.15,17.99,5.05,6.41,7.75,9.03,7.91,4.69,19.94,16.71,5.44,2.01,4.35,5.12,6.28
2016.08.29.b,bull shark,4.22,5.46,2.13,14.53,4.86,34.48,5.74,6.62,7.15,1.24,7.43,6.59,3.69,10.82,22.0,5.44,2.27,2.78,4.25,6.03
2016.08.27,bull shark,8.26,7.56,5.51,11.89,2.22,37.35,15.34,2.13,7.84,2.45,4.68,17.28,6.71,17.85,26.07,5.3,3.02,4.01,5.28,6.51
2016.08.06,tiger shark,1.33,7.4,12.2,10.14,1.96,95.33,16.37,9.82,5.21,3.86,8.94,16.15,7.02,11.95,10.83,5.43,2.75,2.18,2.73,6.7
2016.08.04,blacktip shark,6.98,5.23,10.97,1.54,4.01,40.61,16.13,2.97,5.27,4.49,3.74,16.07,4.91,16.58,15.29,2.59,3.44,8.02,2.15,5.97
2016.07.29,blue shark,5.97,7.3,3.77,10.26,1.42,37.25,15.58,4.88,2.78,2.37,3.08,5.77,7.4,12.11,13.38,4.15,1.94,9.61,2.92,5.01
2016.07.28,white shark,5.23,14.02,9.73,9.81,2.68,54.16,15.37,2.28,6.12,7.61,2.15,13.76,6.82,12.94,25.2,5.77,3.74,5.28,5.64,4.85
2016.07.27,nurse shark,3.67,10.31,12.14,10.4,2.02,57.77,6.15,9.52,5.02,4.99,8.15,16.85,7.11,8.88,7.46,4.78,3.56,9.53,4.55,6.97
2016.07.23.a,bull shark,3.51,6.29,12.48,9.0,2.77,36.18,5.79,9.61,2.49,6.41,8.79,17.41,9.56,14.43,9.27,1.54,2.67,2.97,4.07,2.6
2016.07.20,reef shark,2.53,13.05,2.35,1.55,1.8,69.8,7.52,5.27,8.91,4.28,6.99,10.11,5.39,18.15,16.97,5.57,2.68,4.89,3.31,2.12
2016.07.17,tiger shark,6.19,9.69,11.1,7.05,3.16,83.7,10.81,7.83,3.88,2.54,7.74,12.26,4.24,8.5,15.37,1.67,2.73,3.25,1.58,4.53
2016.07.15.b,white shark,6.96,13.09,14.65,2.02,1.46,27.51,7.11,5.13,2.96,4.49,3.95,14.04,6.93,19.31,12.69,5.53,2.79,6.69,5.37,2.67
2016.07.14.R,lemon shark,2.27,5.17,2.37,13.3,1.46,59.84,16.19,2.34,5.79,5.47,8.36,9.63,6.03,5.22,7.14,3.23,1.49,3.18,3.12,2.8
2016.07.08.R,angel shark,7.61,13.09,10.31,10.84,4.26,34.86,16.27,7.27,9.06,6.94,3.74,18.43,9.62,12.19,5.24,4.38,1.61,4.46,2.69,4.83
2016.07.08,white shark,9.72,9.96,14.9,11.31,2.43,54.24,18.18,5.86,8.83,1.8,8.14,7.4,8.05,19.13,28.56,5.72,3.54,3.8,3.96,4.51
2016.07.07.b,dogfish shark,8.49,5.46,9.42,4.57,4.2,69.99,13.03,7.15,4.0,3.83,5.77,7.1,7.96,10.8,16.31,3.43,3.11,2.79,2.34,6.84
2016.07.07.a,white shark,2.48,10.8,8.83,3.81,3.85,86.24,15.31,8.36,3.58,4.63,9.23,9.06,5.46,19.73,27.29,3.91,3.91,7.76,1.11,5.26
2016.07.04,tawny nurse shark,4.29,12.21,12.51,3.87,2.46,59.63,10.61,5.18,3.69,6.73,6.7,18.87,5.37,11.96,21.65,2.42,3.42,4.66,2.37,5.74
2016.06.24,caribbean reef shark,1.52,9.26,6.56,6.8,4.32,97.64,7.47,6.25,9.16,6.36,2.33,10.27,3.27,8.2,28.21,1.03,2.97,2.71,5.58,4.92
2016.06.23,white shark,3.36,10.23,4.94,13.88,4.34,29.07,16.47,6.53,2.83,5.88,4.87,15.71,6.22,7.17,20.91,3.7,1.52,4.12,4.93,6.87
2016.06.04,mako shark,5.5,8.97,12.81,4.35,1.95,62.71,19.63,4.96,4.41,3.46,5.88,13.64,9.12,17.33,23.39,4.19,2.86,6.29,3.74,3.08
2016.06.02.b,bronze whaler shark,3.56,5.2,12.21,12.35,2.83,87.2,16.72,2.71,3.36,6.37,9.44,8.55,5.19,18.36,6.74,1.11,3.24,6.71,2.22,2.32
2016.05.31,white shark,8.23,7.73,6.12,7.9,4.35,81.25,5.35,6.5,2.08,5.41,6.09,15.17,9.65,18.19,9.24,1.5,1.11,6.12,4.87,6.88
2016.05.21.b,bull shark,3.55,10.91,8.02,13.51,2.65,60.53,13.96,7.28,8.23,1.95,6.36,7.88,9.83,9.94,13.0,4.74,1.75,2.69,4.59,7.46
2016.05.18,blacktip shark,9.31,5.51,14.5,9.31,2.43,31.91,7.61,9.1,7.95,4.77,2.83,5.3,2.12,19.28,28.44,1.46,3.1,6.94,1.79,4.21
2016.05.15,nurse shark,5.68,8.62,4.1,14.84,2.51,26.26,16.09,7.76,6.58,6.15,6.73,5.22,8.75,9.03,25.24,1.58,1.57,7.11,4.56,6.43
2016.05.02,mako shark,5.6,14.66,12.42,5.05,3.08,95.31,8.45,3.79,5.48,3.03,6.25,18.99,2.38,18.8,17.6,3.76,2.62,2.58,4.47,3.26
2016.05.00,blacktip shark,8.98,10.08,2.21,2.52,2.25,33.68,19.01,8.27,5.02,5.63,6.89,10.23,4.75,10.47,23.84,1.86,3.64,9.39,4.04,4.25
2016.04.25,bull shark,1.79,8.16,13.77,12.7,4.68,72.68,13.16,9.18,9.47,1.16,7.43,12.27,6.66,13.34,25.09,3.53,2.26,2.51,4.68,4.32
2016.04.22,white shark,3.01,12.35,7.48,6.46,4.2,83.55,10.19,4.41,9.61,5.91,9.47,14.99,6.22,13.47,25.54,5.75,2.25,9.58,4.16,6.32
2016.04.19,wobbegong shark,5.85,6.42,11.07,8.15,4.47,82.33,19.89,7.95,5.19,1.87,2.5,7.45,4.13,19.03,27.15,1.3,1.55,5.0,4.92,5.41
2016.04.18.b,grey reef shark,2.05,7.68,14.32,5.65,1.96,37.29,7.55,8.96,9.11,2.85,6.87,14.17,2.68,18.35,6.54,4.02,3.55,9.84,2.24,4.92
2016.04.18.a,grey reef shark,2.51,5.43,5.99,8.35,1.56,55.02,16.49,8.31,8.06,4.23,9.25,10.81,5.87,16.21,18.4,3.84,2.45,6.39,3.64,5.22
2016.04.13,bull shark,3.5,11.35,2.98,5.57,2.91,51.73,17.92,4.49,4.88,6.39,6.06,7.0,9.58,19.36,13.65,2.0,1.56,8.59,1.53,7.86
2016.04.09,tiger shark,5.2,9.14,12.02,4.04,3.64,99.23,5.38,8.36,6.19,5.27,4.75,7.72,7.51,15.21,26.25,3.16,2.43,9.17,4.5,2.95
2016.03.26,nurse shark,4.41,8.53,4.03,8.68,3.42,44.14,14.08,5.11,5.88,3.32,2.28,8.12,8.81,11.32,5.54,2.63,2.07,6.29,4.85,2.63
2016.03.02,sandtiger shark,2.17,10.3,13.29,7.66,4.19,82.34,14.86,5.94,4.86,6.57,5.96,19.62,5.14,8.3,23.26,1.05,3.14,2.4,1.3,4.93
2016.02.02,sandtiger shark,9.67,8.34,6.37,14.85,2.28,32.22,16.13,9.32,2.85,6.35,8.22,13.59,9.53,9.59,26.3,2.57,1.61,9.73,1.7,4.12
2016.01.28,reef shark,2.46,8.09,7.24,3.15,4.44,73.48,18.78,4.71,2.68,1.9,7.9,16.66,4.36,11.05,15.01,3.32,3.47,8.73,1.11,7.3
2016.01.24.b,bull shark,6.98,14.69,2.18,12.01,4.71,47.04,13.59,9.79,5.38,4.49,5.09,19.65,4.5,15.46,15.41,3.83,2.6,6.16,1.49,5.69
2016.01.24.a,mako shark,5.09,7.04,9.24,9.41,3.74,93.44,6.81,9.47,4.55,7.42,9.66,11.86,5.13,10.88,23.7,1.63,1.16,8.13,4.38,5.36
2016.01.23,tiger shark,6.72,13.67,11.31,5.28,1.69,56.14,6.34,4.81,6.52,4.65,4.81,15.3,6.83,5.11,20.56,2.85,1.88,7.42,3.04,2.32
2016.01.11.R,wobbegong shark,4.51,8.1,11.7,14.12,1.74,83.2,7.22,8.13,4.18,3.48,4.88,18.58,8.3,15.6,18.72,3.35,2.34,9.96,5.49,5.11
2016.01.05,blacktip shark,5.4,5.34,3.7,1.09,4.19,54.23,16.63,4.66,4.38,6.91,7.84,12.61,6.3,12.21,19.67,3.03,3.72,6.27,2.42,7.08
2015.12.26,white shark,9.93,14.99,3.38,2.35,4.29,66.4,10.57,8.62,3.49,2.34,3.2,8.49,6.08,9.76,18.51,2.54,3.05,5.03,1.19,3.36
2015.12.25,silky shark,2.56,10.35,12.36,5.04,2.96,98.22,6.05,3.43,4.63,6.63,5.91,12.77,2.6,16.78,15.82,3.78,3.34,2.64,4.09,2.67
2015.12.21.b,bronze whaler shark,1.95,12.66,5.98,5.03,4.89,95.17,14.5,9.28,2.44,5.51,4.13,17.11,8.63,5.05,22.63,5.78,2.43,9.21,5.38,3.06
2015.12.21.a,tiger shark,2.41,11.02,12.56,12.46,2.7,60.24,9.24,7.35,8.64,3.62,3.67,12.89,8.51,19.54,8.53,4.6,3.5,6.66,3.28,7.38
2015.12.13,white shark,9.2,13.01,7.5,13.23,2.51,80.36,10.05,4.15,5.64,6.6,3.99,8.35,4.73,16.4,18.49,4.85,3.47,3.53,5.23,4.49
2015.12.11,bull shark,9.25,11.89,6.53,12.45,4.22,50.26,16.24,8.26,9.65,6.83,2.02,17.88,5.76,8.99,28.1,4.93,2.47,9.17,3.26,3.76
2015.11.20,galapagos shark,3.96,7.3,13.07,5.97,1.87,84.2,8.54,3.63,7.26,6.47,8.84,10.78,6.09,6.85,28.99,1.58,1.96,5.3,1.69,5.6
2015.11.15.a,spinner shark,2.06,5.91,8.84,7.13,1.73,82.98,5.37,3.38,6.6,4.54,3.88,7.89,3.56,14.4,26.12,5.36,1.41,5.76,5.67,5.51
2015.11.10,bull shark,5.97,6.73,12.53,4.77,1.52,82.33,8.8,9.24,5.82,2.79,8.01,15.71,3.87,6.94,26.03,4.16,1.31,6.31,3.51,7.62
2015.10.25,white shark,8.03,5.68,4.82,14.27,2.72,48.05,15.14,3.59,9.13,5.76,8.54,16.23,8.86,12.96,7.92,5.07,3.84,9.53,3.19,6.22
2015.10.19,spinner shark,4.31,8.15,4.55,1.96,2.67,54.84,6.67,6.21,8.92,6.29,6.03,17.62,4.88,13.19,24.2,3.73,2.44,3.5,5.88,5.13
2015.10.17.a,tiger shark,8.94,12.08,3.97,8.72,3.38,41.15,19.64,9.69,2.46,6.31,8.42,8.62,9.75,11.83,10.99,1.09,1.65,8.23,5.84,5.45
2015.10.09.a,tiger shark,6.78,7.09,11.73,11.46,4.8,22.53,11.55,3.44,6.5,7.88,4.13,15.77,8.8,18.51,7.43,3.08,2.7,8.1,5.49,2.39
2015.10.04,blacktip shark,7.29,12.89,12.22,8.42,4.02,69.04,15.76,7.69,9.44,5.45,8.28,7.46,2.8,9.16,28.65,1.54,3.17,6.08,2.06,2.16
2015.09.29,blacktip shark,9.05,6.29,13.81,10.02,3.94,81.93,10.32,8.25,9.12,2.87,8.99,6.98,9.71,12.35,21.39,4.95,3.86,7.6,4.88,2.75
2015.09.24,white shark,6.17,9.37,12.5,6.16,2.92,43.69,7.5,7.16,3.65,7.07,2.07,11.35,2.65,14.92,18.62,2.75,2.36,7.54,2.47,6.0
2015.09.20.c,tiger shark,3.17,13.03,5.27,13.32,4.31,56.32,7.5,2.08,2.64,7.4,5.98,18.12,7.02,15.57,14.94,4.62,1.64,3.96,3.14,7.52
2015.09.19,hammerhead shark,2.18,12.99,11.5,10.51,3.76,63.27,17.28,8.56,6.21,2.13,7.27,11.89,9.94,10.88,17.35,3.44,3.66,6.35,2.15,7.01
2015.09.06,white shark,2.13,8.31,13.2,7.23,3.1,91.16,7.74,9.59,9.02,7.05,7.91,17.9,5.26,15.08,28.29,5.58,3.9,7.75,5.33,4.43
2015.09.05,hammerhead shark,7.26,12.89,14.97,4.31,4.68,26.97,16.26,3.23,4.27,2.78,8.68,18.34,8.74,5.58,5.1,4.32,3.59,4.71,1.79,7.48
2015.09.04,white shark,1.99,6.74,6.74,10.22,3.02,94.0,8.03,7.25,3.18,3.97,3.48,19.61,2.97,10.11,29.09,4.89,2.61,5.34,1.99,3.32
2015.09.00,tiger shark,5.26,5.84,12.9,8.39,2.12,68.37,17.78,3.79,2.7,6.38,8.63,10.63,9.52,15.4,10.46,4.12,3.83,7.03,5.56,6.14
2015.08.29.b,white shark,3.64,5.92,2.4,7.32,2.74,89.74,9.75,2.23,3.12,4.42,5.39,18.45,6.16,15.38,27.84,4.97,2.15,8.57,4.73,6.73
2015.08.29.a,white shark,3.46,10.7,2.47,14.17,3.54,59.81,8.62,4.6,6.21,1.45,9.41,11.32,3.73,19.67,20.43,4.7,3.14,6.77,3.66,7.53
2015.08.18.b,white shark,9.24,14.34,7.26,3.44,2.61,27.36,9.54,6.73,4.82,5.54,5.14,15.23,9.8,16.82,14.78,4.3,2.03,7.37,4.25,7.43
2015.08.10,hammerhead shark,3.92,13.58,4.18,9.75,2.94,29.74,14.53,5.47,3.57,4.41,9.33,9.28,3.4,6.77,9.9,1.52,1.91,5.52,3.64,6.86
2015.07.31,white shark,6.29,11.71,11.43,7.96,3.17,94.62,7.7,5.61,4.43,1.44,6.55,10.17,8.35,17.57,22.11,3.54,2.81,5.85,1.62,4.28
2015.07.26.b,spinner shark,5.98,12.72,6.42,11.95,1.48,58.36,9.92,4.54,5.44,3.17,5.45,6.38,8.8,17.78,17.61,4.54,3.63,4.8,5.26,2.92
2015.07.25,white shark,4.89,7.4,5.21,9.71,2.53,89.36,17.18,2.24,3.96,4.15,9.37,16.4,8.37,16.73,15.1,5.53,2.86,9.09,2.72,5.29
2015.07.23.b,mako shark,5.26,14.16,6.83,2.21,3.44,76.44,10.45,8.79,9.13,5.44,8.31,5.26,5.67,13.6,13.8,4.65,2.71,6.68,2.08,2.79
2015.07.23.a,bronze whaler shark,5.18,13.53,3.31,13.72,4.02,99.26,19.15,3.76,7.39,3.07,5.47,17.69,5.15,17.87,20.59,1.57,1.09,7.29,3.95,5.33
2015.07.22,bull shark,6.54,8.79,13.67,7.26,4.3,43.53,9.29,2.28,5.64,1.52,8.84,6.63,8.85,15.98,6.54,2.17,2.22,6.32,1.92,4.39
2015.07.19,white shark,4.89,5.95,3.67,13.54,3.84,69.26,10.71,7.88,2.99,2.31,2.64,14.26,8.2,15.42,7.42,4.44,3.41,4.95,2.68,2.95
2015.07.10,white shark,1.8,7.28,7.14,3.52,4.19,41.61,13.57,8.61,9.09,1.58,3.7,5.86,7.13,12.94,23.03,4.35,2.98,4.15,3.09,2.55
2015.07.03,white shark,6.48,10.29,13.35,4.92,3.36,97.21,6.48,6.6,4.83,3.15,2.18,15.19,7.0,12.0,9.36,5.04,3.05,3.83,1.06,4.83
2015.07.02,white shark,2.12,5.23,6.13,8.29,3.52,92.85,14.21,6.69,2.85,3.1,4.28,11.65,4.73,5.43,18.48,2.52,2.17,7.07,1.76,6.99
2015.06.27.b,bull shark,8.0,14.17,10.83,14.97,3.57,42.61,7.97,8.04,8.25,2.5,9.91,15.72,9.76,17.0,29.91,2.8,3.32,3.13,4.05,7.02
2015.06.27.a,white shark,3.59,13.29,8.27,6.91,5.09,92.97,13.31,5.33,8.69,3.74,2.2,13.26,4.76,17.67,18.62,4.88,2.15,3.72,3.59,7.22
2015.06.26.b,white shark,8.56,13.17,7.16,8.91,4.7,24.24,12.13,5.56,6.99,4.23,6.58,5.36,8.53,14.32,28.37,5.78,3.84,7.81,4.23,2.38
2015.06.25.R,wobbegong shark,3.26,12.19,5.89,10.66,3.97,26.5,16.0,8.34,8.77,4.74,2.66,15.44,4.89,18.61,21.43,2.77,1.18,3.48,2.97,2.04
2015.06.24.b,sandtiger shark,6.6,7.36,5.73,8.9,2.61,86.73,9.07,8.1,5.18,4.87,4.52,12.2,9.11,18.57,6.23,1.92,2.58,8.53,3.7,7.69
2015.06.24.a,white shark,5.04,7.13,11.31,13.23,1.39,69.83,14.64,3.74,3.81,5.11,2.41,7.19,9.07,5.35,22.07,1.77,3.69,3.6,2.72,5.71
2015.06.14.b,bull shark,5.59,10.92,7.31,14.45,2.06,85.39,17.34,9.77,2.83,6.33,4.23,13.54,5.46,6.04,12.21,1.32,2.9,3.41,2.01,6.06
2015.06.14.a,bull shark,7.2,12.6,2.84,5.08,1.98,23.94,14.52,9.04,6.68,5.75,7.78,13.45,8.38,15.75,24.8,5.59,3.12,9.84,1.36,3.64
2015.06.13,mako shark,1.43,8.13,13.12,13.07,2.81,86.42,19.77,4.94,4.18,7.7,4.55,6.11,3.16,8.04,19.17,4.41,2.47,2.8,3.11,3.79
2015.06.07,bull shark,6.5,5.59,12.91,14.11,3.9,44.09,18.79,2.48,3.51,2.87,6.15,10.3,4.69,7.07,21.85,3.68,3.8,3.17,5.63,6.62
2015.06.05,nurse shark,3.03,9.79,14.6,8.39,4.83,74.65,18.4,9.86,8.64,5.36,2.44,18.14,2.49,14.97,17.58,5.43,2.0,7.57,5.0,3.14
2015.06.01,bull shark,1.3,9.7,4.18,3.11,3.81,94.63,8.01,4.27,9.61,6.74,7.23,14.69,7.43,13.26,5.91,3.23,2.32,9.3,1.65,5.51
2015.05.09,bull shark,1.52,9.21,4.85,3.34,2.71,90.21,6.94,5.17,2.22,2.26,5.39,19.78,5.32,18.32,6.49,4.81,3.89,4.15,5.82,6.85
2015.05.03,white shark,6.43,14.92,11.81,6.03,3.87,21.39,7.69,8.91,8.07,2.12,5.81,10.34,4.62,7.92,22.7,1.01,3.65,6.41,4.76,7.45
2015.05.02,white shark,4.46,8.85,11.85,2.31,1.56,83.46,19.45,6.77,2.6,5.15,3.39,8.98,2.86,7.11,28.85,1.81,3.99,5.55,5.3,6.81
2015.04.26,foot shark,8.41,9.58,2.45,6.44,3.98,50.29,18.69,4.9,8.65,4.51,9.76,8.97,4.53,9.1,10.39,1.22,1.06,4.1,4.83,2.95
2015.04.25,white shark,5.93,14.36,4.92,5.07,2.98,56.38,11.2,8.29,3.18,1.93,5.74,8.07,5.54,14.12,22.75,2.84,2.97,7.77,4.71,4.34
2015.04.24.c,white shark,9.66,8.8,11.54,12.77,2.39,50.34,8.31,7.43,6.55,7.94,2.42,13.57,4.67,18.2,15.92,1.13,3.34,8.87,3.6,5.99
2015.04.13,blue shark,6.07,7.32,12.23,14.82,3.88,52.55,6.25,3.48,6.06,6.45,9.49,11.68,4.38,5.61,26.66,4.96,2.71,9.03,3.9,5.5
2015.04.12,bull shark,9.37,5.92,2.81,8.78,4.34,50.13,9.01,3.7,2.49,6.76,5.61,8.19,9.45,6.68,25.98,3.76,1.13,8.28,3.53,7.9
2015.04.03,bull shark,7.36,11.79,2.36,7.97,1.67,93.24,17.15,6.42,2.95,7.51,9.71,16.18,4.14,17.74,26.91,5.26,1.31,8.92,2.78,4.81
2015.03.26,white shark,6.25,10.07,6.0,13.89,3.88,35.31,10.37,6.17,5.7,6.17,4.6,13.44,5.61,15.6,10.36,1.51,1.88,2.85,5.32,7.02
2015.03.21,mako shark,2.23,5.68,11.45,3.09,4.37,44.98,12.28,2.4,2.67,6.27,3.26,19.79,2.11,5.63,17.91,1.81,2.56,3.51,5.96,4.35
2015.03.18,tiger shark,8.78,14.53,8.95,10.42,3.16,95.84,14.01,2.87,8.55,2.17,6.97,12.89,6.73,7.44,28.89,3.42,3.22,3.61,5.78,7.51
2015.03.16,blacktip shark,2.16,13.39,5.9,1.51,4.9,35.32,5.86,5.01,5.58,5.52,6.26,19.61,3.11,19.73,11.08,2.8,1.62,8.21,5.08,3.23
2015.03.07,blacktip reef shark,8.89,6.35,5.35,4.08,1.48,51.73,12.33,3.04,6.75,4.55,7.68,5.8,2.64,17.72,13.36,1.31,2.7,4.25,4.43,2.85
2015.02.15,white shark,4.78,13.62,11.2,3.78,4.43,81.48,9.38,2.59,9.08,4.42,4.12,10.44,7.76,14.87,26.09,3.89,2.96,8.38,5.9,7.35
2015.02.14,tiger shark,8.57,11.35,9.08,6.22,3.24,85.31,13.43,4.29,4.08,7.55,5.66,18.05,8.8,13.57,16.46,5.55,1.05,3.4,1.53,5.28
2015.01.30,bull shark,8.55,10.6,14.86,8.55,2.03,29.55,8.05,8.91,7.92,1.62,2.36,19.96,6.92,13.28,6.44,2.98,1.46,3.6,3.2,3.64
2015.01.19.b,white shark,4.97,14.97,2.23,14.05,4.95,96.35,17.35,8.35,2.01,4.33,8.38,6.28,5.45,14.58,29.92,5.17,2.3,8.57,2.96,7.38
2015.01.06,oceanic whitetip shark,6.78,11.93,7.9,8.11,4.7,92.41,19.11,2.01,2.11,7.49,8.52,18.88,4.53,14.63,26.5,2.7,2.76,7.56,5.5,7.62
2015.01.03,raggedtooth shark,6.08,12.55,3.97,7.75,4.47,42.92,19.68,3.41,3.78,1.4,7.11,17.92,6.92,12.91,14.65,2.66,2.09,8.33,5.46,5.18
2014.12.29.a,white shark,1.35,5.76,5.83,13.76,3.68,48.2,11.47,8.12,6.53,4.6,3.25,7.62,5.36,16.84,16.39,2.77,3.2,3.28,2.6,7.82
2014.12.28.b,white shark,8.76,6.96,7.79,1.75,3.45,49.54,16.8,2.28,7.17,3.53,2.11,5.18,2.65,15.55,26.49,2.35,3.89,2.66,3.3,7.09
2014.12.23.R,goblin shark,7.48,9.27,13.87,4.43,3.14,71.57,7.78,9.03,6.8,2.64,9.83,12.42,6.76,5.28,25.6,4.43,2.19,9.45,5.85,5.76
2014.12.15,tiger shark,2.35,11.38,13.52,6.45,1.82,35.66,19.92,7.55,6.32,4.09,6.68,16.2,4.41,19.11,16.54,4.05,1.8,3.73,4.84,3.96
2014.11.19,white shark,4.94,6.4,8.18,11.12,4.4,93.25,15.91,9.48,6.86,7.85,5.48,16.57,8.99,11.88,15.08,1.72,3.5,8.77,5.45,4.83
2014.11.17,white shark,4.4,12.62,9.23,2.66,1.92,49.1,13.47,9.21,9.67,1.76,2.27,5.49,9.58,9.69,19.45,3.61,1.13,4.31,3.82,4.15
2014.10.31,tiger shark,6.68,14.67,10.35,7.1,2.26,74.72,9.16,6.88,8.48,2.89,3.55,7.57,7.45,15.57,21.11,4.54,3.88,4.88,3.15,6.07
2014.10.22,tiger shark,6.28,12.0,7.46,6.2,4.05,96.56,19.81,6.35,2.4,5.92,2.12,6.47,4.87,9.73,17.19,3.97,1.72,8.95,3.4,7.63
2014.10.14,bull shark,9.4,12.42,13.32,12.91,2.9,38.46,18.29,8.68,8.83,2.57,4.54,7.5,9.92,6.36,23.37,3.29,1.15,8.75,5.47,3.48
2014.10.05.b,blacktip shark,6.99,12.56,13.65,11.56,4.58,87.86,14.57,7.08,9.11,5.56,4.36,18.62,4.5,17.02,24.05,1.09,1.51,7.79,1.17,6.96
2014.10.05.a,blacktip shark,9.49,12.97,14.95,7.46,4.52,88.83,10.31,9.82,6.37,4.84,8.01,14.12,6.1,13.96,21.74,1.62,2.57,7.92,5.3,3.4
2014.10.03.b,white shark,8.81,12.33,2.91,3.61,1.48,20.15,13.11,5.27,6.79,5.2,5.16,19.72,7.43,5.31,26.32,1.21,1.38,4.09,3.78,3.4
2014.10.03.a,white shark,8.19,9.35,12.24,8.2,2.45,83.97,12.19,6.62,5.75,4.82,7.37,5.44,6.94,5.06,12.41,2.42,2.51,4.21,2.52,6.32
2014.10.02.a,white shark,3.53,8.39,13.82,5.65,3.18,67.69,13.6,9.96,7.37,1.48,8.2,18.58,2.22,6.36,7.3,4.09,2.4,8.5,3.7,2.09
2014.09.13.R,blacktip shark,8.85,14.05,7.75,8.29,4.72,55.41,8.71,8.01,2.59,6.41,5.59,16.35,5.09,10.3,28.47,2.42,3.35,2.86,3.0,5.43
2014.09.06,bull shark,6.51,12.49,10.09,6.33,2.88,45.46,10.68,9.35,2.57,3.47,6.8,14.49,6.99,6.97,7.32,4.38,2.89,3.53,4.68,5.88
2014.09.03,white shark,1.86,12.72,6.3,11.08,3.95,53.96,18.62,6.1,6.09,2.06,3.58,11.93,4.47,16.24,23.05,4.9,2.09,2.97,4.74,2.5
2014.08.31,spinner shark,7.61,13.48,10.44,5.52,4.02,35.99,12.38,2.35,9.33,7.64,9.49,12.05,5.41,6.18,11.98,5.22,1.21,6.87,1.63,4.66
2014.08.29.b,blacktip shark,7.77,6.62,11.2,10.59,1.49,72.44,14.89,3.68,7.54,6.28,9.59,5.67,3.69,6.96,14.44,1.52,2.15,4.69,3.25,3.92
2014.08.25,bull shark,6.94,12.25,12.31,9.38,2.5,47.25,17.18,9.64,3.86,7.31,8.93,14.47,7.06,19.14,13.88,5.51,2.92,3.11,2.41,3.26
2014.08.16,reef shark,8.36,7.69,8.17,1.84,3.15,47.45,6.55,9.58,2.12,3.88,6.38,6.22,6.76,6.51,28.61,3.83,3.21,8.52,1.21,6.53
2014.08.12,bull shark,9.43,8.38,10.83,12.19,2.33,92.27,12.18,2.92,4.46,7.63,9.12,18.87,6.12,18.24,22.54,2.73,1.21,6.04,5.9,5.49
2014.08.09.R,bull shark,4.17,13.74,11.76,2.86,2.22,98.96,9.04,6.16,4.16,1.82,7.73,14.03,8.5,15.41,21.62,1.42,3.24,2.84,3.44,7.49
2014.08.08,bull shark,5.27,10.93,5.65,8.0,2.47,60.68,11.7,6.75,5.19,6.62,3.77,15.35,4.23,14.17,11.19,4.54,3.54,3.36,4.73,7.99
2014.08.01,white shark,5.02,7.69,2.07,12.24,3.19,41.01,14.62,9.73,8.04,6.41,6.75,7.66,6.31,11.64,5.97,3.35,3.58,3.78,5.44,5.77
2014.07.27,tiger shark,8.48,6.56,12.42,4.81,3.3,43.97,16.98,6.24,9.69,2.61,9.74,14.3,2.33,15.9,20.38,1.88,3.66,5.06,5.82,4.63
2014.07.20,angel shark,1.19,6.72,14.21,12.13,1.89,46.42,17.17,2.21,2.67,2.47,3.09,14.63,4.58,18.7,26.58,5.42,1.24,4.81,1.52,2.04
2014.07.05.b,white shark,5.26,13.73,3.57,6.47,4.81,34.82,8.79,6.13,6.6,5.78,3.83,9.22,9.76,9.18,17.83,5.13,3.33,5.17,2.96,2.89
2014.06.27.R,oceanic whitetip shark,7.87,13.13,11.85,3.35,4.65,87.51,19.78,3.58,9.23,2.06,3.55,11.27,7.05,11.26,16.09,2.36,3.41,3.36,3.84,2.53
2014.06.25,caribbean reef shark,7.34,11.22,3.52,7.69,1.66,56.23,11.28,3.64,4.71,6.68,5.34,9.04,7.47,5.03,27.81,2.29,3.64,5.46,2.68,6.14
2014.06.17.R,lemon shark,3.7,10.28,2.13,6.22,3.04,97.31,10.01,7.89,8.75,4.8,3.13,6.27,8.26,7.06,5.92,2.66,1.59,8.32,3.04,7.42
2014.06.09.b,sandbar shark,9.93,13.39,10.7,7.39,3.05,58.25,10.18,4.11,2.31,5.12,3.37,6.25,6.5,9.71,20.08,5.08,3.54,2.64,4.99,2.08
2014.06.09.a,bronze whaler shark,9.88,10.83,14.0,7.21,1.77,33.28,14.67,3.5,7.12,6.66,4.32,12.91,4.41,9.29,17.96,2.71,1.91,3.58,2.59,5.53
